LCS ID,AKR1D1,TIPARP,CYP3A4,HSD17B10,HSD17B8,AKR1C4,PPARGC1A,CYP19A1,SPP1,HSD17B3,ADM,SGPL1,HSD17B6,CYP17A1,SCARB1,SRD5A1,HSD17B11,WNT4,ESR1,HSD17B4,HSD3B1,DHRS9,SHH,HSD3B2,PLEKHA1,SRD5A2
LCS_093A,3.397,6.285,7.484,8.496,6.337999999999999,10.987,5.871,3.595,11.183,5.973,5.003,4.177,10.997,3.866,7.813,8.98,10.125,4.7219999999999995,4.0,9.945,3.6439999999999997,4.9510000000000005,3.612,3.647,7.398,3.532
LCS_253A,6.801,6.864,8.927999999999999,9.14,4.327,6.841,6.4,4.652,11.058,3.3480000000000003,5.82,4.099,9.228,4.441,7.966,6.626,9.73,4.0169999999999995,4.99,7.433,3.7460000000000004,4.718,3.5610000000000004,3.8169999999999997,7.147,5.428
LCS_279A,10.052,6.763999999999999,10.356,8.676,6.244,10.741,5.777,3.522,12.027999999999999,3.8680000000000003,4.748,3.47,11.388,4.215,7.805,7.529,9.169,3.551,5.082,10.779000000000002,3.37,4.348,3.7430000000000003,3.403,7.835,4.595
LCS_008A,3.1510000000000002,7.013,7.2989999999999995,8.588,4.916,6.9270000000000005,4.348,3.812,10.575,3.596,4.752,3.642,9.826,4.234,7.184,6.646,8.921,4.781000000000001,4.3389999999999995,9.791,3.248,4.511,3.7,3.2319999999999998,6.817,3.7460000000000004
LCS_049A,4.144,5.669,7.6770000000000005,7.968,4.396,7.55,4.02,3.259,12.975,4.026,5.153,3.6660000000000004,8.429,4.419,7.547999999999999,5.271,8.432,3.667,4.183,8.494,3.25,4.4510000000000005,3.978,3.123,7.2139999999999995,4.101
LCS_291A,7.2620000000000005,7.51,7.297999999999999,7.7589999999999995,5.534,7.443,4.627,3.696,7.235,4.659,5.537000000000001,3.5810000000000004,5.184,4.511,9.173,5.66,9.555,3.4760000000000004,4.112,9.591000000000001,2.969,3.957,3.62,3.395,9.869,3.923
LCS_281A,7.716,6.351,8.353,8.391,6.227,10.335999999999999,6.603,4.86,7.525,5.484,4.833,3.717,9.206,9.017000000000001,8.937000000000001,4.999,9.509,3.445,3.8760000000000003,10.959000000000001,3.553,5.284,3.998,3.435,8.372,4.402
LCS_156A,10.392000000000001,5.996,9.595,9.185,7.202000000000001,10.047,7.9079999999999995,3.487,7.297999999999999,4.023,3.9789999999999996,3.648,12.125,4.328,8.251,8.132,9.946,3.551,8.033999999999999,10.982999999999999,3.345,4.25,3.4819999999999998,3.5810000000000004,6.8629999999999995,6.715
LCS_282A,4.107,6.206,6.8839999999999995,8.015,4.829,9.353,4.615,3.6460000000000004,10.298,5.066,8.645,3.6210000000000004,3.595,3.948,7.904,5.271,9.44,3.406,3.298,8.537,3.543,4.333,3.55,3.1689999999999996,8.382,3.985
LCS_090A,7.525,7.122000000000001,8.158999999999999,8.978,6.9510000000000005,11.349,3.89,3.5610000000000004,8.127,3.398,4.772,4.225,10.844000000000001,5.1979999999999995,7.7379999999999995,7.915,10.334000000000001,3.2539999999999996,4.005,11.15,3.2880000000000003,4.44,3.615,3.237,7.757000000000001,6.046
LCS_151A,5.138999999999999,6.774,8.04,7.796,8.165,8.997,8.35,3.4010000000000002,3.7030000000000003,3.943,3.937,3.8169999999999997,10.532,4.187,9.052,7.87,9.182,3.345,4.17,10.401,3.26,4.1419999999999995,3.677,3.31,7.778,3.7969999999999997
LCS_047A,8.139,7.0089999999999995,8.868,7.678999999999999,6.657,6.9479999999999995,4.605,3.3289999999999997,5.407,3.847,5.1160000000000005,3.7319999999999998,10.731,4.293,8.247,6.096,8.913,3.2689999999999997,4.085,11.032,3.33,4.217,3.714,3.367,7.869,4.091
LCS_075A,8.058,7.0889999999999995,8.552,8.535,6.537000000000001,6.898,6.031000000000001,3.877,4.696000000000001,4.918,4.269,3.67,11.025,4.113,9.03,7.362,9.162,3.92,4.2,10.142000000000001,3.325,4.566,3.7060000000000004,3.714,7.039,5.207999999999999
LCS_259A,10.737,7.209,7.761,8.429,6.5489999999999995,10.735999999999999,6.053,3.2439999999999998,3.995,4.54,4.421,3.785,10.437999999999999,3.6439999999999997,8.285,7.959,9.736,3.69,7.891,11.027000000000001,3.0239999999999996,3.889,3.388,3.207,8.527000000000001,3.6260000000000003
LCS_010A,7.521,6.9639999999999995,8.411,8.77,4.676,8.449,6.112,3.4189999999999996,11.935,5.121,8.771,3.824,9.75,3.825,10.437000000000001,6.768,9.816,3.423,3.8539999999999996,10.514000000000001,3.19,4.629,3.532,3.487,7.7010000000000005,4.17
LCS_264A,9.683,6.041,8.588,9.516,6.19,10.859000000000002,6.086,3.3510000000000004,11.6,3.926,5.2589999999999995,3.78,10.802,9.812999999999999,9.182,6.696000000000001,10.495,3.142,4.15,10.632,3.702,4.181,3.513,3.198,7.206,5.472
LCS_163A,3.7939999999999996,5.712999999999999,6.768,8.556000000000001,5.78,8.695,4.895,3.512,10.709000000000001,3.673,6.609,3.58,10.673,3.6069999999999998,10.228,7.563,8.211,3.555,4.0089999999999995,9.605,3.3169999999999997,4.027,3.6,3.3489999999999998,7.317,3.8310000000000004
LCS_089A,8.706,7.105,8.667,8.148,6.666,10.623,6.617000000000001,6.19,8.154,4.644,4.395,3.5260000000000002,9.963,3.588,9.171,6.237,9.243,3.3369999999999997,3.6310000000000002,10.372,3.238,5.093,3.515,3.45,7.683,3.858
LCS_143A,9.4,6.87,10.202,8.985,7.0729999999999995,10.444,7.221,3.53,8.881,5.327000000000001,6.37,3.6510000000000002,11.774000000000001,4.905,8.406,7.822,10.249,3.5060000000000002,7.643,11.280999999999999,3.3989999999999996,5.1,3.628,3.23,6.917000000000001,4.535
LCS_199A,7.332000000000001,5.595,7.537999999999999,8.467,7.517,9.548,7.337000000000001,3.389,10.993,5.529,6.504,3.636,11.993,7.582000000000001,9.365,8.274,10.145,3.315,3.662,10.478,3.292,4.563,3.389,3.52,7.979,7.757999999999999
LCS_034A,6.9479999999999995,6.279,8.154,8.321,4.846,7.9270000000000005,6.919,3.7910000000000004,7.334,5.1579999999999995,5.0360000000000005,3.5010000000000003,8.704,4.446000000000001,8.98,6.532,9.115,3.299,3.6439999999999997,10.432,3.12,4.43,3.431,3.411,8.18,3.9210000000000003
LCS_278A,8.979,6.837999999999999,9.42,9.013,6.422999999999999,10.045,6.872000000000001,3.457,6.825,4.177,6.372999999999999,3.694,11.743,4.101,9.991,6.916,9.392000000000001,3.2680000000000002,4.607,10.542,3.292,4.215,3.595,3.355,7.781000000000001,5.8870000000000005
LCS_119A,3.1839999999999997,7.882999999999999,7.176,7.197,4.484,3.7110000000000003,3.469,3.49,10.978,3.8939999999999997,9.391,3.64,3.8169999999999997,3.429,5.5329999999999995,7.999,8.4,3.7260000000000004,3.662,7.898,3.218,9.568999999999999,3.423,3.1310000000000002,7.614,3.6630000000000003
LCS_184A,10.991,6.827000000000001,12.59,9.342,7.295,10.124,6.832000000000001,3.562,6.204,5.2589999999999995,5.359,3.938,11.630999999999998,3.7560000000000002,8.15,7.834,10.125,3.097,8.411,11.0,3.457,4.369,3.6639999999999997,3.509,7.175,7.374
LCS_203A,10.466,7.053,10.097000000000001,9.347000000000001,6.5,9.142000000000001,7.638,3.3289999999999997,8.17,4.771,6.505,3.66,12.015999999999998,4.273,8.793,8.51,9.666,3.717,5.356,10.672,3.34,4.596,3.505,3.304,7.511,6.5729999999999995
LCS_178A,6.805,6.32,7.182,8.523,5.0,10.347000000000001,5.96,3.9,12.535,5.728,6.392,4.218,10.409,4.012,9.038,7.397,9.225,3.313,4.104,10.373,3.208,4.542,3.6180000000000003,3.443,7.669,4.178
LCS_284A,8.011000000000001,6.122999999999999,8.172,9.342,7.662999999999999,8.169,6.984,3.343,9.325,4.2669999999999995,5.8260000000000005,4.044,11.687000000000001,10.752,8.896,8.532,9.721,3.384,4.477,10.203,3.4330000000000003,4.136,3.6439999999999997,3.438,7.604,4.475
LCS_108A,8.559,5.662999999999999,7.072,7.712999999999999,5.577999999999999,10.683,3.6660000000000004,7.111000000000001,8.779,5.33,6.438,3.7039999999999997,7.598,3.781,9.437000000000001,4.948,9.496,3.207,3.577,10.205,3.154,4.715,3.717,3.272,8.111,3.7560000000000002
LCS_043A,5.562,5.895,8.052999999999999,9.437000000000001,5.994,11.075999999999999,6.121,3.315,10.91,4.073,4.3839999999999995,3.8289999999999997,10.894,7.142,8.512,5.6739999999999995,9.871,4.675,6.202999999999999,11.136,3.305,4.593,3.488,3.264,7.058,3.892
LCS_041A,2.9619999999999997,5.282,8.927999999999999,8.612,6.843,5.88,5.768,3.5460000000000003,7.176,4.133,6.227,4.025,7.906000000000001,3.596,8.695,5.768,9.658,3.486,4.047,9.377,3.405,4.48,3.838,3.284,7.704,3.923
LCS_044A,9.672,6.6339999999999995,10.023,9.69,6.522,10.754000000000001,5.558,3.6830000000000003,7.869,4.865,5.846,4.043,11.207,4.255,8.074,8.533,9.771,3.722,5.8839999999999995,10.856,3.3489999999999998,4.5760000000000005,4.033,3.824,7.831,5.171
LCS_174A,6.975,6.598,9.386000000000001,8.769,7.687,7.603,7.672000000000001,3.48,4.173,5.212000000000001,4.4910000000000005,3.701,10.695,3.615,8.918,8.396,9.611,3.404,4.713,10.972999999999999,3.304,4.824,3.562,3.2060000000000004,7.175,4.321000000000001
LCS_166A,4.966,6.792000000000001,7.721,8.43,6.394,10.11,6.55,3.5860000000000003,10.392000000000001,5.231,4.641,3.5860000000000003,10.292,4.167,8.56,8.11,10.574000000000002,3.529,4.001,10.038,5.6339999999999995,4.238,3.645,3.31,7.973,3.782
LCS_193A,8.787,6.346,7.688,9.096,7.318,10.052999999999999,7.997000000000001,6.196000000000001,6.756,4.4239999999999995,5.008,3.8930000000000002,11.342,5.474,8.89,6.843999999999999,10.347000000000001,3.4360000000000004,3.847,10.47,3.3280000000000003,5.329,3.455,3.655,7.881,4.198
LCS_215A,5.939,7.093999999999999,6.773,8.45,5.379,11.037,6.72,3.377,12.817,4.69,8.758,4.004,8.463,7.398,9.753,8.258,9.482999999999999,3.741,3.792,9.552999999999999,3.3310000000000004,4.475,3.197,3.1,8.305,3.676
LCS_021A,5.591,7.446000000000001,7.247000000000001,7.8420000000000005,6.45,9.513,3.983,3.278,6.784,3.81,4.69,3.97,9.777999999999999,4.064,7.851,5.745,9.318999999999999,3.549,3.405,9.993,3.303,4.412,3.495,3.222,7.931,3.5069999999999997
LCS_129A,6.287000000000001,7.267,7.1770000000000005,7.921,6.05,7.117000000000001,3.3789999999999996,3.555,8.327,3.512,5.97,3.6260000000000003,9.013,3.68,8.574,7.059,9.587,3.179,3.525,10.184,3.253,4.449,3.5010000000000003,3.3539999999999996,8.995,3.8280000000000003
LCS_198A,9.088,7.6610000000000005,8.082,8.549,6.952999999999999,9.561,9.135,3.597,4.478,3.824,4.225,3.4810000000000003,11.287,4.7410000000000005,8.222999999999999,7.817,4.656000000000001,3.5789999999999997,4.279,10.922,7.313,4.362,3.603,3.8819999999999997,7.974,3.71
LCS_084A,8.908999999999999,7.175,7.879,7.818,5.646,9.62,5.715,3.515,8.63,4.431,5.398,3.779,10.53,3.505,8.566,6.689,9.674,3.5210000000000004,4.25,10.574000000000002,3.45,4.468,3.4160000000000004,3.1710000000000003,7.901,4.565
LCS_250A,4.394,6.547999999999999,7.678,9.044,4.7860000000000005,4.4239999999999995,4.647,3.375,4.436,4.081,3.7910000000000004,3.798,5.28,3.403,6.615,6.31,7.782,10.335999999999999,3.8480000000000003,9.902000000000001,3.0580000000000003,3.696,3.3939999999999997,3.1289999999999996,7.364,4.32
LCS_011A,4.797,7.327000000000001,7.224,8.122,6.09,5.819,3.495,3.323,12.556,6.1770000000000005,7.32,3.926,3.562,3.7260000000000004,8.918,5.715,9.78,4.356,3.657,9.722999999999999,3.3339999999999996,4.13,3.72,3.197,9.21,4.125
LCS_071A,7.96,6.252000000000001,9.715,9.052,6.292000000000001,7.968999999999999,5.414,3.8930000000000002,9.255,3.551,6.727,3.812,11.095999999999998,5.531000000000001,9.497,6.481,10.727,3.247,3.8160000000000003,10.629000000000001,3.321,4.745,3.475,3.263,7.519,4.387
LCS_219A,6.8389999999999995,7.662999999999999,7.431,7.666,6.975,7.007999999999999,4.928,5.516,4.446000000000001,5.251,5.044,3.556,5.226,3.88,9.556000000000001,6.693,9.71,3.466,3.8710000000000004,10.155,3.3289999999999997,4.445,3.763,3.411,7.409,3.6719999999999997
LCS_194A,8.119,6.154,8.509,9.32,6.697,11.757,7.475,3.43,8.192,3.8169999999999997,3.935,3.6039999999999996,10.786,5.218,9.329,6.305,9.434,3.205,3.78,10.577,3.181,4.215,3.503,3.512,6.611000000000001,6.1770000000000005
LCS_170A,3.4589999999999996,8.109,11.167,8.798,7.417000000000001,11.761,3.737,3.7439999999999998,11.565,3.903,3.529,3.739,11.033,10.18,7.684,8.587,10.37,3.325,3.8930000000000002,11.207,3.5660000000000003,4.462,3.5189999999999997,3.377,7.4639999999999995,4.229
LCS_204A,6.586,7.055,7.2989999999999995,8.274,6.322,9.277999999999999,6.371,3.385,8.09,4.032,6.178,3.574,10.706,3.8930000000000002,10.543,7.537000000000001,9.469,3.3369999999999997,4.372,10.622,3.636,4.361000000000001,3.3369999999999997,3.2769999999999997,7.1579999999999995,4.273
LCS_261A,10.356,6.041,10.700999999999999,9.161,6.111000000000001,4.882,6.862,3.6689999999999996,6.135,4.5360000000000005,6.428,3.86,11.13,5.038,10.007,6.968,9.757,3.1260000000000003,4.968999999999999,10.652999999999999,3.213,4.138999999999999,3.56,3.361,7.54,3.344
LCS_195A,7.507999999999999,6.882000000000001,7.004,8.863,5.579,11.003,4.54,3.3689999999999998,6.625,5.033,3.964,3.818,8.521,6.651,8.184,6.167000000000001,9.824,3.16,4.169,11.356,3.1069999999999998,5.211,3.4419999999999997,3.275,7.421,4.83
LCS_206A,3.3160000000000003,6.149,7.355,8.761000000000001,4.879,8.352,3.888,3.457,10.977,5.569,6.447,3.822,6.335,3.8810000000000002,8.091000000000001,6.436,9.994,3.5380000000000003,4.151,9.168,3.2119999999999997,4.18,3.745,3.397,8.107000000000001,4.393
LCS_036A,4.367,7.481,7.282,8.752,4.814,10.732999999999999,4.294,3.3289999999999997,11.71,3.779,6.148,3.967,6.0729999999999995,3.948,9.107999999999999,5.566,10.135,3.2439999999999998,3.67,9.288,2.966,4.421,3.75,3.324,7.928999999999999,3.7960000000000003
LCS_145A,6.318,5.671,7.901,7.962999999999999,6.881,7.481,5.513999999999999,3.423,7.888,4.244,5.792000000000001,3.852,10.321,3.885,9.158,6.542999999999999,9.226,3.472,4.159,10.359000000000002,3.4419999999999997,3.9360000000000004,3.423,3.423,7.559,3.6630000000000003
LCS_064A,10.977,6.405,8.687000000000001,9.026,6.355,11.185,5.832000000000001,3.46,3.5839999999999996,4.732,5.4270000000000005,4.0969999999999995,11.786,5.59,9.261000000000001,6.456,8.206,3.7289999999999996,5.978,10.82,3.427,4.393,3.5789999999999997,3.327,7.557,6.251
LCS_236A,8.81,6.031000000000001,10.784,9.23,7.18,10.087,7.388,3.285,8.566,4.117,4.988,4.234,10.93,6.697,9.0,8.77,9.637,3.516,5.436,10.86,3.2,5.022,3.8280000000000003,3.488,7.597,3.778
LCS_038A,4.96,6.772,7.01,8.707,5.779,10.323,3.719,3.457,8.449,3.656,6.025,3.972,8.672,3.8310000000000004,8.939,5.7989999999999995,10.342,3.298,3.5460000000000003,9.721,3.3369999999999997,4.035,3.458,3.162,7.385,3.9610000000000003
LCS_270A,6.981,6.2829999999999995,10.753,9.146,7.814,10.931,6.147,3.373,9.69,4.282,4.8919999999999995,4.092,11.901,5.15,8.024,8.395,10.565999999999999,3.34,5.005,10.755999999999998,3.425,4.288,3.6289999999999996,3.377,7.361000000000001,4.497
LCS_182A,9.162,7.412000000000001,8.167,7.313,5.644,3.858,4.749,6.808,7.356,4.979,4.063,3.6839999999999997,5.652,4.353,8.369,6.316,8.764,3.3810000000000002,3.4960000000000004,9.455,3.302,4.837,3.6630000000000003,3.109,9.064,3.8819999999999997
LCS_002A,7.892,6.502000000000001,11.213,8.861,6.513999999999999,9.687000000000001,4.314,3.42,8.953,4.607,6.4479999999999995,3.722,10.917,8.266,8.734,6.074,10.036,3.633,5.768,11.068,3.341,4.101,3.5469999999999997,3.3139999999999996,7.2379999999999995,4.133
LCS_189A,4.93,6.626,6.893,8.972999999999999,3.912,10.376,4.668,3.313,10.890999999999998,5.73,5.364,3.904,7.468999999999999,3.926,9.511000000000001,4.713,9.449,3.364,3.722,10.077,3.263,4.226,3.767,3.6919999999999997,8.162,3.6660000000000004
LCS_277A,9.142999999999999,5.761,8.544,9.359,5.039,10.054,5.58,3.3489999999999998,10.687000000000001,4.723,4.95,3.625,11.203,8.01,8.392999999999999,7.747999999999999,10.095,3.8689999999999998,5.0169999999999995,11.529000000000002,3.659,4.284,3.779,3.727,6.45,4.188
LCS_117A,8.096,6.138,7.5760000000000005,8.641,5.615,8.058,6.392,3.45,10.012,3.7039999999999997,4.535,3.759,10.654000000000002,4.321000000000001,8.351,5.984,9.742,4.4110000000000005,3.821,10.041,2.958,4.868,3.5580000000000003,3.464,7.707000000000001,4.0569999999999995
LCS_267A,6.556,6.646,8.123,9.289,5.742999999999999,8.064,6.746,3.5180000000000002,7.486000000000001,4.762,5.598,3.93,10.645999999999999,6.348,8.134,6.996,10.242,3.6910000000000003,4.427,9.336,3.3310000000000004,4.141,3.75,3.597,7.627000000000001,5.297999999999999
LCS_100A,3.873,5.391,9.657,8.562000000000001,5.915,11.082,6.41,3.417,6.955,4.613,4.396,4.063,11.854000000000001,4.875,7.638,8.465,10.122,3.463,4.7860000000000005,11.058,3.2760000000000002,5.308,3.4989999999999997,3.28,8.13,4.769
LCS_228A,4.003,6.296,7.279,8.061,6.062,11.033,4.066,3.415,8.691,5.778,6.689,3.693,9.156,11.065999999999999,8.993,6.119,9.988999999999999,3.2310000000000003,4.046,10.44,3.157,4.333,3.548,3.367,8.035,4.211
LCS_054A,9.501,6.002999999999999,10.402999999999999,9.071,6.782,9.613,8.456,3.292,4.05,3.9589999999999996,4.699,3.653,12.123,4.744,9.089,7.608,11.710999999999999,3.5069999999999997,6.99,9.696,3.11,4.449,3.3310000000000004,3.326,7.857,6.081
LCS_063A,11.187999999999999,6.49,7.351,9.732000000000001,6.537999999999999,10.589,7.495,3.182,6.055,3.673,5.972,4.17,11.720999999999998,5.957000000000001,9.048,8.009,10.754000000000001,4.248,6.025,10.023,3.1510000000000002,4.276,3.391,3.485,7.771,8.122
LCS_268A,4.064,6.3870000000000005,7.327999999999999,8.269,4.275,4.393,3.625,3.216,11.742,3.4930000000000003,6.396,4.053,6.17,3.705,6.904,6.55,8.677,3.491,3.323,8.982000000000001,3.3680000000000003,5.502000000000001,3.502,3.81,7.598,3.5180000000000002
LCS_222A,10.242,7.167000000000001,10.74,9.4,7.343,10.638,5.725,3.4539999999999997,9.585,4.287,5.818,3.87,11.805,4.148,8.431000000000001,8.036,10.327,3.406,5.284,11.505999999999998,3.7,4.585,3.888,3.283,7.047000000000001,7.6370000000000005
LCS_192A,11.728,5.975,9.377,9.376,7.385,9.892999999999999,6.141,3.3710000000000004,4.662,3.995,4.606,3.785,12.419,5.685,9.406,6.732,10.189,3.431,7.215,11.455,3.6069999999999998,4.073,3.661,3.592,6.968,6.0729999999999995
LCS_022A,6.656000000000001,6.207000000000001,7.122000000000001,8.175,5.56,6.854,3.304,3.3810000000000002,8.454,5.9,4.2669999999999995,3.8489999999999998,9.238,4.154,8.579,4.796,8.28,3.1260000000000003,3.4130000000000003,10.647,2.9,4.16,3.7119999999999997,3.16,8.601,3.807
LCS_175A,11.115,6.9510000000000005,11.923,9.246,7.374,9.586,7.1739999999999995,3.582,4.908,4.815,5.192,4.003,11.664000000000001,4.651,8.627,7.912999999999999,9.741,3.373,7.5360000000000005,11.202,3.5860000000000003,4.448,3.648,4.04,6.1339999999999995,8.175
LCS_025A,9.185,6.252999999999999,10.101,9.048,6.6770000000000005,7.5120000000000005,7.94,3.207,7.14,3.625,4.793,4.231,11.645,4.466,8.515,7.471,9.818999999999999,3.283,5.276,10.899000000000001,3.157,4.296,3.6069999999999998,3.718,8.177999999999999,4.824
LCS_066A,9.527999999999999,6.716,9.798,9.408,5.547000000000001,4.293,7.943,9.25,6.407,4.033,3.716,3.877,9.389,5.382999999999999,9.333,6.79,9.128,3.465,4.678,10.152999999999999,3.5180000000000002,4.131,3.4610000000000003,3.495,7.31,4.565
LCS_248A,9.812000000000001,7.294,8.196,8.67,5.303,8.006,6.15,4.831,8.097999999999999,3.892,4.51,3.656,10.32,3.977,8.552999999999999,5.325,10.367,3.4410000000000003,4.152,10.99,3.4130000000000003,4.5089999999999995,3.3689999999999998,3.7110000000000003,8.192,4.984
LCS_121A,10.380999999999998,8.189,10.041,9.498,6.779,9.863999999999999,7.563,3.569,7.792000000000001,4.388999999999999,5.8839999999999995,3.8139999999999996,11.857999999999999,5.772,8.668,8.293,9.746,3.464,3.907,11.085,3.292,5.257000000000001,3.452,3.5,7.809,4.695
LCS_027A,3.7439999999999998,8.485,6.6610000000000005,8.25,6.5120000000000005,10.573,7.45,3.234,12.314,5.678,5.601,3.545,11.932,3.7689999999999997,7.3629999999999995,7.354,9.281,3.286,3.945,11.001,3.4130000000000003,4.133,3.636,3.154,6.876,5.7860000000000005
LCS_157A,10.244000000000002,6.557,10.191,9.256,6.292999999999999,10.402000000000001,6.685,3.1839999999999997,9.521,5.3389999999999995,5.349,3.713,11.654000000000002,9.181000000000001,8.84,8.33,10.362,3.201,5.007,11.175,3.215,4.533,3.7289999999999996,3.307,7.957000000000001,5.496
LCS_148A,9.085,6.928,9.457,8.051,5.572,7.279,6.186,3.398,10.667,4.595,4.515,3.6660000000000004,11.059000000000001,3.89,8.73,5.877999999999999,9.453,4.538,4.388,9.93,3.202,4.152,3.412,3.319,7.695,4.317
LCS_048A,9.968,6.604,11.228,9.639,6.8,9.808,6.513999999999999,3.678,8.785,5.322,6.065,4.015,10.673,4.817,9.316,7.271,9.842,3.431,5.486000000000001,11.058,3.2910000000000004,5.325,3.875,3.4730000000000003,6.766,6.516
LCS_012A,8.029,6.834,7.125,7.872000000000001,7.178999999999999,9.103,5.263,3.4,7.65,4.244,4.757,3.659,9.312000000000001,3.855,8.851,5.382999999999999,9.017000000000001,3.318,3.213,10.574000000000002,2.9989999999999997,4.106,3.616,3.28,7.403,4.114
LCS_126A,7.746,6.308,8.593,8.044,4.5089999999999995,8.071,4.362,3.2960000000000003,8.395,4.16,6.0520000000000005,3.7689999999999997,8.058,3.609,8.197000000000001,5.19,8.806000000000001,3.201,4.513,9.463,3.0189999999999997,4.221,3.545,3.305,7.416,4.166
LCS_260A,6.2139999999999995,6.193,8.276,7.806,5.712999999999999,6.6160000000000005,4.195,4.902,7.254,3.825,3.835,3.569,8.373,3.675,7.223,5.867000000000001,8.978,3.417,3.642,10.027999999999999,3.1310000000000002,4.485,3.7289999999999996,3.1639999999999997,7.486000000000001,3.775
LCS_247A,6.105,6.035,8.007,8.936,6.625,7.562,3.491,3.3560000000000003,9.642999999999999,6.862,5.707000000000001,4.064,11.050999999999998,5.263999999999999,8.222000000000001,5.184,9.103,3.1519999999999997,4.237,10.215,3.108,4.086,3.5380000000000003,3.076,7.735,4.52
LCS_088A,3.7039999999999997,6.292999999999999,7.471,8.927,6.325,9.219,7.376,3.63,10.905,3.612,4.973,4.006,9.372,9.334,8.551,4.915,7.974,3.3339999999999996,4.085,10.25,4.386,4.563,3.307,3.7489999999999997,7.297000000000001,4.285
LCS_051A,8.429,6.062,8.416,9.514,7.499,6.651,7.318,3.3110000000000004,8.437000000000001,3.373,5.372000000000001,3.81,12.069,4.547,7.774,7.581,9.345,3.4739999999999998,3.71,10.776,3.25,4.484,3.68,3.483,7.938,4.175
LCS_243A,6.087000000000001,7.093999999999999,7.022,9.56,6.577000000000001,7.577000000000001,6.513,3.2910000000000004,5.797000000000001,3.4989999999999997,4.505,3.728,11.978,4.194,8.003,7.468,8.277999999999999,3.775,6.648,11.492,4.176,4.092,3.5789999999999997,3.657,6.992000000000001,4.605
LCS_165A,3.77,5.975,9.609,9.366,7.566,11.308,6.7139999999999995,3.303,6.421,4.965,4.308,3.748,11.93,5.757999999999999,8.191,5.001,9.866,3.635,6.542999999999999,10.865,3.136,4.588,3.674,3.325,6.692,4.05
LCS_208A,7.607,6.275,7.864,9.533999999999999,7.402,10.084,7.085,3.815,4.7780000000000005,3.6310000000000002,4.113,3.8680000000000003,8.761000000000001,3.5069999999999997,7.97,4.44,9.024,3.41,4.137,10.448,3.2969999999999997,4.721,3.431,3.2760000000000002,7.822,3.9010000000000002
LCS_110A,8.387,6.407,8.26,8.657,5.744,6.992999999999999,6.539,3.111,3.468,4.322,3.6260000000000003,3.638,9.99,3.588,8.221,6.039,8.286,3.4539999999999997,3.821,10.989,3.4389999999999996,4.36,3.3480000000000003,3.655,7.534,4.525
LCS_056A,11.472999999999999,7.4479999999999995,6.789,8.793,5.5889999999999995,8.856,3.702,3.733,3.903,4.317,4.338,3.824,10.841,3.7030000000000003,8.863,5.449,9.041,3.196,3.4789999999999996,10.208,3.239,4.19,3.5189999999999997,3.62,8.091000000000001,4.0680000000000005
LCS_146A,4.387,6.371,6.7589999999999995,8.589,5.495,10.912,4.7,3.299,11.898,4.508,5.483,3.7239999999999998,5.332999999999999,4.498,9.283,5.016,9.785,3.2880000000000003,4.266,9.026,3.4,4.659,3.553,3.283,8.484,3.924
LCS_147A,7.992999999999999,6.8870000000000005,9.469,8.187000000000001,6.221,9.142999999999999,4.5760000000000005,4.762,8.66,4.351,6.218999999999999,3.7760000000000002,10.052,8.294,9.225,6.165,10.016,3.2560000000000002,3.758,10.879000000000001,3.0439999999999996,4.295,3.341,3.247,7.728,4.768
LCS_173A,9.664,6.684,8.65,9.082,7.007999999999999,9.969,5.312,3.406,8.32,5.2589999999999995,4.352,3.735,12.447000000000001,4.209,9.497,8.757,8.927999999999999,3.343,6.832000000000001,11.345,3.339,4.244,3.318,3.45,6.598,5.879
LCS_240A,6.263,7.404,7.29,9.196,6.473,9.481,6.337000000000001,3.312,11.187000000000001,4.1339999999999995,8.386000000000001,3.7739999999999996,10.804,11.780999999999999,10.731,7.1160000000000005,8.915,3.3280000000000003,4.117,10.989,2.91,4.253,3.656,3.069,7.444,6.184
LCS_266A,5.252000000000001,7.153,8.091000000000001,8.154,6.1770000000000005,11.238,6.507000000000001,3.562,5.939,4.783,3.9219999999999997,3.722,8.19,3.7939999999999996,8.648,5.836,9.035,3.217,3.719,10.732000000000001,3.05,4.064,3.573,3.225,8.248,3.636
LCS_167A,3.7060000000000004,6.454,7.502000000000001,7.6770000000000005,4.316,6.968,4.343999999999999,3.418,11.245999999999999,3.949,7.487,3.8160000000000003,7.745,4.5169999999999995,7.642,6.545,8.279,3.155,3.346,9.349,3.011,4.336,3.721,3.3560000000000003,8.189,3.8689999999999998
LCS_028A,3.673,6.433,6.505,9.038,5.551,9.648,3.3739999999999997,3.35,7.513,4.293,7.271,3.492,11.073,6.23,8.74,4.582,9.707,3.139,3.4010000000000002,11.110999999999999,3.055,4.48,3.33,3.3789999999999996,6.909,4.973
LCS_032A,8.968,6.471,7.422000000000001,8.811,6.946000000000001,5.182,5.439,3.605,9.951,3.605,4.382,3.659,6.771,3.983,8.249,5.739,8.964,3.412,3.319,10.249,3.0669999999999997,4.379,3.609,3.3939999999999997,7.405,3.98
LCS_050A,6.711,6.5,7.347,8.263,5.392,6.558,4.35,3.466,11.672,3.364,5.732,3.727,9.472000000000001,4.641,8.503,5.685,9.738999999999999,3.4339999999999997,3.8089999999999997,9.423,3.242,3.95,3.661,3.185,7.06,4.327
